"id","object_id","title","artist_display_name","artist_nationality","artist_begin_date","artist_end_date","object_end_date","medium","department","culture","dimensions","country","repository","created_at"
"382","2361","Covered dish","Ralph Bagnall Beech","American","1845","1845","1857","Earthenware","The American Wing","American","H. 4 7/8 in. (12.4 cm); Diam. 6 1/2 in. (16.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"383","2362","Covered Dish","Boston & Sandwich Glass Company","American","1825","1888","1845","Lacy pressed glass","The American Wing","American","5 1/2 x 6 1/2 x 4 in. (14 x 16.5 x 10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"384","2363","Covered Dish","Challinor, Taylor and Company","American","1866","1891","1890","Pressed purple marble glass","The American Wing","American","6 x 7 1/8 in. (15.2 x 18.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"385","2364","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed white opaque glass","The American Wing","American","4 1/2 x 4 3/16 x 5 5/16 in. (11.4 x 10.6 x 13.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"386","2365","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 1/2 x 4 3/16 x 5 5/16 in. (11.4 x 10.6 x 13.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"387","2366","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 1/2 x 4 1/8 x 5 3/8 in. (11.4 x 10.5 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"388","2367","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 3/8 x 4 1/4 x 5 1/2 in. (11.1 x 10.8 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"389","2368","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 5/8 x 4 5/16 x 5 1/2 in. (11.7 x 11 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"390","2369","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 3/16 x 4 1/4 x 5 3/8 in. (10.6 x 10.8 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"391","2370","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 7/8 x 4 1/4 x 5 3/8 in. (9.8 x 10.8 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"392","2371","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 3/8 x 4 1/4 x 5 1/2 in. (11.1 x 10.8 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"393","2372","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 1/4 x 4 1/4 x 5 3/8 in. (8.3 x 10.8 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"394","2373","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 3/4 x 4 1/4 x 5 1/2 in. (9.5 x 10.8 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"395","2374","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","Dimensions unavailable","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"396","2375","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 1/2 x 4 1/4 x 5 7/16 in. (8.9 x 10.8 x 13.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"397","2376","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 1/4 x 4 3/8 x 5 3/8 in. (10.8 x 11.1 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"398","2377","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 1/4 x 4 1/8 x 5 3/8 in. (10.8 x 10.5 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"399","2378","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 7/8 x 4 1/4 x 5 3/8 in. (9.8 x 10.8 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"400","2379","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 1/4 x 4 5/16 x 5 1/2 in. (10.8 x 11 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"401","2380","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","3 3/4 x 4 1/4 x 5 3/8 in. (9.5 x 10.8 x 13.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"402","2381","Figure Dish","McKee and Brothers","American","1856","1889","1890","Pressed opaque white glass","The American Wing","American","4 3/8 x 4 5/16 x 5 1/2 in. (11.1 x 11 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"403","2383","Covered dish","Tucker and Hemphill","American","1831","1837","1837","Porcelain","The American Wing","American","7 1/8 x 11 1/4 in. (18.1 x 28.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"404","2405","Covered Owl Jar","Atterbury and Company","American","1864","1893","1890","Pressed blue glass","The American Wing","American","H. 6 3/4 in. (17.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"405","2406","Covered Owl Jar","Atterbury and Company","American","1864","1893","1890","Pressed blue glass","The American Wing","American","H. 6 3/4 in. (17.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"406","2407","Covered Jar","Justus Brouwer","Dutch","1739","1775","1775","Earthenware","The American Wing","Dutch","H. 15 in. (38.1 cm)","Netherlands","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"407","2409","Covered jar","New England Glass Company","American","1818","1888","1888","Blown Amberina glass","The American Wing","American","H. 8 3/8 in. (21.3 cm); Diam. 4 1/4 in. (10.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"408","2412","Covered jar","Jacob Scholl","American","1781","1851","1840","Earthenware; Redware with sgraffito decoration","The American Wing","American","H. 8 1/2 in. (21.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"409","2415","Covered Jar","Justus Brouwer","Dutch","1739","1775","1775","Earthenware","The American Wing","Dutch","H. 15 1/2 in. (39.4 cm)","Netherlands","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"410","2416","Covered Jar","Justus Brouwer","Dutch","1739","1775","1775","Earthenware","The American Wing","Dutch","H. 15 1/2 in. (39.4 cm)","Netherlands","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"411","2423","Covered Jug","Thomas Danforth Boardman","American","1784","1873","1827","Pewter","The American Wing","American","H. 9 1/2 in. (24.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"412","2427","Covered mug","John Bell","American","1800","1880","1850","Earthenware","The American Wing","American","6 1/4 x 5 1/2 in. (15.9 x 14 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"413","2442","Covered Punch Bowl","Hobbs, Brockunier and Company","American","1863","1891","1887","Blown glass","The American Wing","American","H. 15 in. (38.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"414","2443","Covered Punch Bowl","Hobbs, Brockunier and Company","American","1863","1891","1887","Blown glass","The American Wing","American","H. 14 5/8 in. (37.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"415","2446","Covered Saltcellar","Boston & Sandwich Glass Company","American","1825","1888","1835","Lacy pressed glass","The American Wing","American","3 x 2 x 3 1/8 in. (7.6 x 5.1 x 7.9 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"416","2447","Covered salt","Boston & Sandwich Glass Company","American","1825","1888","1840","Pressed glass","The American Wing","American","H. 2 7/8 in. (7.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"417","2473","Covered slop jar","United States Pottery Company","American","1852","1852","1849","Earthenware","The American Wing","American","H. 19 1/2 in. (49.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"418","2500","Covered Sugar Bowl","Boston & Sandwich Glass Company","American","1825","1888","1870","Pressed glass","The American Wing","American","H. 8 11/16 in. (22.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"419","2501","Sugar bowl","Boston & Sandwich Glass Company","American","1825","1888","1840","Blown glass","The American Wing","American","H. 7 in. (17.8 cm); Diam. 5 1/4 in. (13.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"420","2502","Covered Sugar Bowl","Challinor, Taylor and Company","American","1866","1891","1890","Pressed purple marble glass","The American Wing","American","H. 8 1/2 in. (21.6 cm); Diam. 4 1/2 in. (11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"421","2503","Covered Sugar Bowl","Chelsea Keramic Art Works","American","1872","1889","1883","Earthenware","The American Wing","American","H. 4 1/4 in. (10.8 cm); Diam. 3 1/2 in. (8.9 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"422","2505","Covered Hobnail Sugar Bowl","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry, opalescent and colorless glass","The American Wing","American","H. 5 3/4 in. (14.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"423","2507","Sugar bowl","Karl L. H. Müller","American","1820","1890","1876","Porcelain","The American Wing","American","4 3/4 x 4 1/2 in. (12.1 x 11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"424","2508","Sugar bowl","New England Glass Company","American","1818","1888","1835","Pressed glass","The American Wing","American","H. 5 in. (12.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"425","2509","Sugar bowl","New England Glass Company","American","1818","1888","1835","Free-blown glass with applied decoration","The American Wing","American","9 7/8 x 4 3/8 in. (25.1 x 11.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"426","2510","Covered Sugar Bowl","Providence Flint Glass Works","American","1830","1833","1833","Lacy pressed glass","The American Wing","American","H. 5 3/4 in. (14.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"427","2511","Covered Sugar Bowl","United States Pottery Company","American","1852","1852","1858","Mottled brown earthenware","The American Wing","American","H. 8 7/8 in. (22.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"428","2514","Sugar Bowl","Union Porcelain Works","American","1863","1922","1885","Porcelain","The American Wing","American","6 11/16 x 4 3/8 in. (17 x 11.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"429","2515","Sugar Bowl","Union Porcelain Works","American","1863","1922","1885","Porcelain","The American Wing","American","7 x 4 in. (17.8 x 10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"430","2523","Covered Sugar Bowl","Ott and Brewer","American","1871","1893","1883","Porcelain","The American Wing","American","4 7/8 x 3 5/16 in. (12.4 x 8.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"431","2529","Sweetmeat Compote","Bakewell, Pears and Company","American","1836","1882","1870","Pressed glass","The American Wing","American","H. 6 3/8 in. (16.2 cm); Diam. 6 5/16 in. (16 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"432","2530","Sweetmeat Compote","Bakewell, Pears and Company","American","1836","1882","1870","Pressed glass","The American Wing","American","H. 6 3/8 in. (16.2 cm); Diam. 6 5/16 in. (16 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"433","2537","Teapot","Hugh Wishart","American","1793","1824","1830","Silver","The American Wing","American","5 13/16 x 10 3/8 x 4 11/16 in. (14.8 x 26.4 x 11.9 cm); 18 oz. 3 dwt. (565.1 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"434","2540","Covered Tobacco Jar","Lyman, Fenton & Co.","American","1849","1849","1858","Mottled brown earthenware","The American Wing","American","H. 10 1/4 in. (26 cm); Diam. 7 in. (17.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"435","2543","Covered Toilet Box","United States Pottery Company","American","1852","1852","1858","Mottled brown earthenware","The American Wing","American","H. 3 1/2 x 7 1/2 in. (8.9 x 19.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"436","2563","Covered Vase","Faience Manufacturing Company","American","1881","1892","1890","Earthenware","The American Wing","American","H. 16 1/4 in. (41.3 cm); Diam. 8 1/2 in. (21.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"437","2564","Covered Vase","Edward Lycett","American","1833","1910","1890","Glazed and gilded earthenware","The American Wing","American","H. 27 in. (68.6 cm); Diam. 14 1/2 in. (36.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"438","2574","Covered Vegetable Dish","Union Porcelain Works","American","1863","1922","1885","Porcelain","The American Wing","American","5 3/8 x 9 11/16 in. (13.7 x 24.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"439","2575","Covered Vegetable Dish","Union Porcelain Works","American","1863","1922","1885","Porcelain","The American Wing","American","5 7/16 x 9 5/8 in. (13.8 x 24.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"440","2576","Covered Vegetable Dish","Union Porcelain Works","American","1863","1922","1885","Porcelain","The American Wing","American","5 3/8 x 11 in. (13.7 x 27.9 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"441","2578","Recumbant cow","Lyman, Fenton & Co.","American","1849","1849","1849","Earthenware","The American Wing","American","10 x 7 in. (25.4 x 17.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"442","2640","Cream pitcher","Boston & Sandwich Glass Company","American","1825","1888","1840","Pressed glass","The American Wing","American","H. 4 1/8 in. (10.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"443","2652","Creamer","Thomas Arnold","American","1739","1828","1775","Silver","The American Wing","American","3 15/16 x 4 1/8 in. (10 x 10.5 cm); 4 oz. 1 dwt. (126.2 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"444","2653","Creamer","Bakewell, Pears and Company","American","1836","1882","1870","Pressed glass","The American Wing","American","H. 6 9/16 in. (16.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"445","2654","Creamer","Bakewell, Pears and Company","American","1836","1882","1880","Pressed glass","The American Wing","American","H. 6 1/8 in. (15.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"446","2655","Creampot","Adrian Bancker","American","1703","1772","1745","Silver","The American Wing","American","3 1/2 x 3 11/16 x 2 1/2 in. (8.9 x 9.4 x 6.4 cm); 4 oz. 9 dwt. (138.4 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"447","2656","Creamer","Boston & Sandwich Glass Company","American","1825","1888","1840","Blown molded blue glass","The American Wing","American","H. 4 in. (10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"448","2657","Creampot","Benjamin Burt","American","1729","1805","1763","Silver","The American Wing","American","3 3/4 x 3 7/8 in. (9.5 x 9.8 cm); 3 oz. 2 dwt. (96.7 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"449","2658","Creampot","Benjamin Burt","American","1729","1805","1770","Silver","The American Wing","American","Overall: 3 11/16 x 3 7/8 in. (9.4 x 9.8 cm);  2 oz. 16 dwt. (87.3 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"450","2659","Creampot","Samuel Casey","American","1718","1780","1770","Silver","The American Wing","American","3 11/16 x 3 15/16 in. (9.4 x 10 cm); 3 oz. 1 dwt. (94.7 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"451","2660","Creamer","Samuel Casey","American","1718","1780","1775","Silver","The American Wing","American","3 15/16 x 3 15/16 in. (10 x 10 cm); 3 oz. 11 dwt. (110.1 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"452","2663","Cream pitcher","Challinor, Taylor and Company","American","1866","1891","1890","Pressed glass","The American Wing","American","H. 4 3/8 in. (11.1 cm); Diam. 4 3/4 in. (12.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"453","2664","Creamer","Challinor, Taylor and Company","American","1866","1891","1890","Pressed purple marble glass","The American Wing","American","H. 5 3/4 in. (14.6 cm); Diam. 4 1/8 in. (10.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"454","2665","Creamer","Challinor, Taylor and Company","American","1866","1891","1890","Pressed purple marble glass","The American Wing","American","H. 5 1/16 in. (12.9 cm); Diam. 4 in. (10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"455","2666","Creamer","Challinor, Taylor and Company","American","1866","1891","1890","Pressed purple marble glass","The American Wing","American","Dimensions unavailable","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"456","2667","Cream pitcher","Dalzell, Gilmore and Leighton","American","1885","1898","1890","Blown-molded Onyx glass","The American Wing","American","H. 4 1/2 in. (11.4 cm); Diam. 4 in. (10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"457","2671","Creampot","Joseph Edwards Jr.","American","1737","1783","1780","Silver","The American Wing","American","3 11/16 x 4 3/16 in. (9.4 x 10.6 cm); 4 oz. 5 dwt. (131.8 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"458","2675","Creamer","James Gillinder and Sons","American","1861","1930","1870","Pressed blue glass","The American Wing","American","H. 3 1/4 in. (8.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"459","2676","Creamer","James Gillinder and Sons","American","1861","1930","1870","Pressed amber glass","The American Wing","American","H. 3 1/4 in. (8.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"460","2677","Creamer","James Gillinder and Sons","American","1861","1930","1875","Pressed glass","The American Wing","American","H. 5 3/4 in. (14.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"461","2679","Cream Jug","Daniel Greatbatch","British","1838","1838","1858","Mottled brown earthenware","The American Wing","American","5 1/4 x 7 in. (13.3 x 17.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"462","2680","Hobnail Creamer","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed colorless and opaque cranberry glass","The American Wing","American","H. 4 1/2 in. (11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"463","2681","Hobnail Creamer","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry and colorless glass","The American Wing","American","H. 4 1/8 in. (10.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"464","2682","Creamer","Hobbs, Brockunier and Company","American","1863","1891","1886","Blown peachblow glass","The American Wing","American","H. 4 1/8 in. (10.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"465","2685","Creamer","McKee and Brothers","American","1856","1889","1870","Pressed glass","The American Wing","American","H. 6 1/8 in. (15.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"466","2690","Creamer","Mount Washington Glass Company","American","1837","1958","1887","Blown glass","The American Wing","American","H. 4 5/8 in. (11.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"467","2691","Creamer","Karl L. H. Müller","American","1820","1890","1876","Porcelain","The American Wing","American","H. 3 7/8 in. (9.8 cm); Diam. 3 1/4 in. (8.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"468","2692","Creampot","Myer Myers","American","1723","1795","1776","Silver","The American Wing","American","5 5/8 x 4 3/4 x 2 7/8 in. (14.3 x 12.1 x 7.3 cm); 5 oz. 9 dwt. (169.7 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"469","2693","Creamer","New England Glass Company","American","1818","1888","1865","Pressed glass","The American Wing","American","H. 6 5/16 in. (16 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"470","2694","Creamer","New England Glass Company","American","1818","1888","1860","Pressed glass, diamond point","The American Wing","American","H. 6 1/2 in. (16.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"471","2695","Cream pitcher","New England Glass Company","American","1818","1888","1835","Free-blown glass with applied decoration","The American Wing","American","6 1/16 x 5 9/16 in. (15.4 x 14.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"472","2696","Cream pitcher","New England Glass Company","American","1818","1888","1835","Pressed glass","The American Wing","American","H. 3 5/8 in. (9.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"473","2698","Creamer","Ott and Brewer","American","1871","1893","1883","Porcelain","The American Wing","American","4 1/4 x 2 5/8 in. (10.8 x 6.7 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"474","2699","Creamer","Portland Glass Company","American","1864","1873","1874","Pressed glass","The American Wing","American","H. 7 in. (17.8 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"475","2701","Creamer","Richards and Hartley Flint Glass Co.","American","1867","1890","1888","Pressed yellow glass","The American Wing","American","H. 6 in. (15.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"476","2702","Creamer","Richards and Hartley Flint Glass Co.","American","1867","1890","1875","Pressed glass","The American Wing","American","H. 5 3/4 in. (14.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"477","2703","Creamer","Tucker Factory","American","1826","1838","1838","Porcelain","The American Wing","American","H. 6 1/4 in. (15.9 cm); Diam. 4 15/16 in. (12.5 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"478","2707","Cream Pitcher","Union Porcelain Works","American","1863","1922","1887","Porcelain","The American Wing","American","5 11/16 x 4 1/2 in. (14.4 x 11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"479","2710","Creamer","Peter Young","American","1749","1813","1795","Pewter","The American Wing","American","H. 4 1/2 in. (11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"480","2716","Creamer","Ball, Tompkins and Black","American","1839","1851","1851","Silver","The American Wing","American","7 3/16 x 5 11/16 x 4 1/2 in. (18.3 x 14.4 x 11.4 cm); 14 oz. 1 dwt. (437.3 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"481","2720","Creamer","Garret Forbes","American","1785","1851","1810","Silver","The American Wing","American","5 1/4 x 6 1/8 x 3 5/16 in. (13.3 x 15.6 x 8.4 cm); 7 oz. 6 dwt. (226.6 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"482","2724","Creamer","William B. Heyer","American","1804","1822","1818","Silver","The American Wing","American","6 1/8 x 6 1/2 x 3 11/16 in. (5.4 x 11.6 x 10 cm); 7 oz. 17 dwt. (244.4 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"483","2731","Creamer","Hugh Wishart","American","1793","1824","1830","Silver","The American Wing","American","4 5/8 x 5 11/16 x 3 1/8 in. (11.7 x 14.4 x 7.9 cm); 6 oz. 15 dwt. (209.7 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"484","2732","Hobnail Creamer","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry and colorless glass","The American Wing","American","H. 4 in. (10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"485","2733","Hobnail Creamer","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry and colorless glass","The American Wing","American","H. 4 in. (10.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"486","2734","Creamer","Richards and Hartley Flint Glass Co.","American","1867","1890","1888","Pressed colorless and opalescent glass","The American Wing","American","H. 6 in. (15.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"487","2735","Creamer","Richards and Hartley Flint Glass Co.","American","1867","1890","1888","Pressed colorless and opalescent glass","The American Wing","American","H. 6 in. (15.2 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"488","2737","Creamer","American Art China Company","American","1891","1894","1894","Porcelain","The American Wing","American","H. 3 9/16 in. (9 cm); Diam. 4 1/2 in. (11.4 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"489","2743","Cruet","Boston & Sandwich Glass Company","American","1825","1888","1892","Blown molded glass","The American Wing","American","H. 6 1/8 in. (15.6 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"490","2744","Cruet","Hobbs, Brockunier and Company","American","1863","1891","1887","Blown glass","The American Wing","American","H. 8 3/8 in. (21.3 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"491","2748","Cruet stand","Lewis and Smith","American","1802","1811","1811","Silver","The American Wing","American","9 3/4 x 8 5/8 x 7 in. (24.8 x 21.9 x 17.8 cm); 20 oz. 14 dwt. (643.5 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"492","2749","Cruet Stand","Myer Myers","American","1723","1795","1776","Silver","The American Wing","American","9 3/16 x 8 5/8 x 8 5/8 in. (23.3 x 21.9 x 21.9 cm); 22 oz. 13 dwt. (705 g)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"493","2754","Hobnail Cruet","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed colorless and opaque cranberry glass","The American Wing","American","H. 7 1/8 in. (18.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"494","2755","Hobnail Cruet","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry, opalescent and colorless glass","The American Wing","American","H. 7 1/8 in. (18.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
"495","2756","Hobnail Cruet","Hobbs, Brockunier and Company","American","1863","1891","1896","Pressed cranberry, opalescent and colorless glass","The American Wing","American","H. 7 1/2 in. (19.1 cm)","United States","Metropolitan Museum of Art, New York, NY","2024-11-20 16:27:53"
